,path,file_name,path_OD,path_OC,disc_center,tag,dataset,shape,path_OD_png,path_OC_png
265,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0176.jpg,n0176.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0176.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0176.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0176_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0176_OC_img.png
266,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0177.jpg,n0177.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0177.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0177.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0177_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0177_OC_img.png
267,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0178.jpg,n0178.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0178.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0178.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0178_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0178_OC_img.png
268,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0179.jpg,n0179.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0179.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0179.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0179_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0179_OC_img.png
269,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0180.jpg,n0180.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0180.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0180.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0180_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0180_OC_img.png
270,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0181.jpg,n0181.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0181.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0181.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0181_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0181_OC_img.png
271,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0182.jpg,n0182.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0182.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0182.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0182_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0182_OC_img.png
272,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0183.jpg,n0183.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0183.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0183.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0183_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0183_OC_img.png
273,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0184.jpg,n0184.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0184.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0184.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0184_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0184_OC_img.png
274,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0185.jpg,n0185.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0185.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0185.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0185_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0185_OC_img.png
275,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0186.jpg,n0186.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0186.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0186.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0186_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0186_OC_img.png
276,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0187.jpg,n0187.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0187.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0187.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0187_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0187_OC_img.png
277,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0188.jpg,n0188.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0188.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0188.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0188_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0188_OC_img.png
278,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0189.jpg,n0189.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0189.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0189.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0189_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0189_OC_img.png
279,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0190.jpg,n0190.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0190.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0190.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0190_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0190_OC_img.png
280,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0191.jpg,n0191.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0191.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0191.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0191_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0191_OC_img.png
281,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0192.jpg,n0192.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0192.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0192.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0192_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0192_OC_img.png
282,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0193.jpg,n0193.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0193.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0193.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0193_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0193_OC_img.png
283,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0194.jpg,n0194.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0194.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0194.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0194_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0194_OC_img.png
284,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0195.jpg,n0195.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0195.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0195.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0195_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0195_OC_img.png
285,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0196.jpg,n0196.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0196.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0196.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0196_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0196_OC_img.png
286,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0197.jpg,n0197.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0197.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0197.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0197_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0197_OC_img.png
287,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0198.jpg,n0198.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0198.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0198.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0198_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0198_OC_img.png
288,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0199.jpg,n0199.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0199.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0199.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0199_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0199_OC_img.png
289,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0200.jpg,n0200.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0200.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0200.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0200_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0200_OC_img.png
290,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0201.jpg,n0201.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0201.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0201.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0201_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0201_OC_img.png
291,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0202.jpg,n0202.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0202.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0202.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0202_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0202_OC_img.png
292,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0203.jpg,n0203.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0203.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0203.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0203_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0203_OC_img.png
293,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0204.jpg,n0204.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0204.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0204.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0204_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0204_OC_img.png
294,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0205.jpg,n0205.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0205.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0205.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0205_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0205_OC_img.png
295,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0206.jpg,n0206.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0206.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0206.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0206_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0206_OC_img.png
296,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0207.jpg,n0207.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0207.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0207.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0207_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0207_OC_img.png
297,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0208.jpg,n0208.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0208.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0208.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0208_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0208_OC_img.png
298,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0209.jpg,n0209.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0209.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0209.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0209_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0209_OC_img.png
299,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0210.jpg,n0210.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0210.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0210.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0210_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0210_OC_img.png
300,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0211.jpg,n0211.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0211.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0211.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0211_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0211_OC_img.png
301,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0212.jpg,n0212.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0212.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0212.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0212_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0212_OC_img.png
302,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0213.jpg,n0213.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0213.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0213.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0213_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0213_OC_img.png
303,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0214.jpg,n0214.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0214.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0214.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0214_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0214_OC_img.png
304,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0215.jpg,n0215.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0215.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0215.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0215_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0215_OC_img.png
305,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0216.jpg,n0216.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0216.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0216.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0216_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0216_OC_img.png
306,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0217.jpg,n0217.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0217.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0217.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0217_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0217_OC_img.png
307,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0218.jpg,n0218.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0218.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0218.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0218_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0218_OC_img.png
308,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0219.jpg,n0219.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0219.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0219.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0219_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0219_OC_img.png
309,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0220.jpg,n0220.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0220.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0220.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0220_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0220_OC_img.png
310,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0221.jpg,n0221.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0221.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0221.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0221_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0221_OC_img.png
